CURRUCUCU ZIBATA. 8D2PL9LSNTMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-12_cuentaCliente,gbOah8De7GNBMzoTw88H-MEDIANO DE POLLO,,,,-,Pozole MEDIANO DE POLLO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,6, $960.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,ZHgQktd8drHU2XJrjIrw,,,,-,Rusa,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,8, $480.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,jM7eH7kBIHRWZ56V7G7a,,,,-,Chocolate,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,3, $210.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,SwP7Q2haoxpylRPzmSJ1-CON ARRACHERA,,,,-,Enfrijoladas CON ARRACHERA,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,1, $210.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,cDOu9zXVilEPeqZqBpPe-CAFE DE OLLA,,,,-,Cafe CAFE DE OLLA,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,69," $3,105.00 ",,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,"1619020699146-DE POLLO, CHORIZO O BISTEC",,,,-,"Enchiladas DE POLLO, CHORIZO O BISTEC",PtxDlyC77M9zbHO7pdwy,MENU ,-,-,3, $510.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699145-MILANESA DE POLLO,,,,-,Tortas MILANESA DE POLLO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $320.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,c1qAnoYpyV3DX20hkTyM-PEÑAFIEL,,,,-,Refrescos PEÑAFIEL,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,14, $630.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,SwP7Q2haoxpylRPzmSJ1-YUCATECAS,,,,-,Enfrijoladas YUCATECAS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $380.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,XwKe5euf35ysnjT64JoQ,,,,-,Jugo Verde,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,17," $1,275.00 ",,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,g4NLIzJfbGrDEfT340R5,,,,-,Combo Quesadillas,YQIH7dRsprDKo7czQeKH,COMAL,-,-,4, $600.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699140-LA CAZUELA DE LA ABUELA,,,,-,Huevos LA CAZUELA DE LA ABUELA,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $320.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,n06hkidwlDUCwcu0le4m,,,,-,DESECHABLES,yqKUFZNrxtzpzD0ej8pF,EXTRAS,-,-,12, $120.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699140-CON CHORIZO,,,,-,Huevos CON CHORIZO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,1, $145.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,"1619020699156-HUARACHE DE NOPAL CON HUEVO, HUITLACOCHE, FLOR, CHAMPIÑONES",,,,-,"Huaraches HUARACHE DE NOPAL CON HUEVO, HUITLACOCHE, FLOR, CHAMPIÑONES",YQIH7dRsprDKo7czQeKH,COMAL,-,-,1, $135.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,slyqnuc4jcLmtsVBMZy3,,,,-,Huevo Extra,yqKUFZNrxtzpzD0ej8pF,EXTRAS,-,-,2, $40.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,j6lnD3xKqfLdJpMnLB8H,,,,-,PANQUE DE DATIL CON NUEZ,X4EmpDs4npVyo5WSh0io,POSTRES,-,-,1, $80.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699150-MILANESA DE POLLO,,,,-,Milanesas Y Pechugas MILANESA DE POLLO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,4, $640.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699148-SENCILLOS,,,,-,Chilaquiles SENCILLOS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,4, $600.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699152-SENCILLO,,,,-,Sopes SENCILLO,YQIH7dRsprDKo7czQeKH,COMAL,-,-,9, $490.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,SwP7Q2haoxpylRPzmSJ1-VERACRUZANAS,,,,-,Enfrijoladas VERACRUZANAS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $380.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699148-DEL PATRON,,,,-,Chilaquiles DEL PATRON,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,3, $705.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699148-SUIZOS CON POLLO,,,,-,Chilaquiles SUIZOS CON POLLO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,8," $1,620.00 ",,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,c1qAnoYpyV3DX20hkTyM-COCA COLA ZERO,,,,-,Refrescos COCA COLA ZERO,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,7, $315.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,9pkEXghxcivPiSOBuXQ7-Mediano,,,,-,Consome de Pollo Mediano,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,5, $700.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699140-DIVORCIADOS,,,,-,Huevos DIVORCIADOS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,5, $575.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699146-SUIZAS DE POLLO,,,,-,Enchiladas SUIZAS DE POLLO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,6," $1,200.00 ",,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699151-CON 1 GUISO,,,,-,Gorditas CON 1 GUISO,YQIH7dRsprDKo7czQeKH,COMAL,-,-,12, $680.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699142-LOS SENCILLOS,,,,-,Molletes LOS SENCILLOS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $240.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699151-SENCILLA,,,,-,Gorditas SENCILLA,YQIH7dRsprDKo7czQeKH,COMAL,-,-,2, $90.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699161,,,,-,Botella de Agua,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,13, $390.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699140-CON TOCINO,,,,-,Huevos CON TOCINO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $260.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699153-CON 1 GUISO,,,,-,Tacos CON 1 GUISO,YQIH7dRsprDKo7czQeKH,COMAL,-,-,9, $315.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,MYmdEhlDyhsVwU7cdpHW,,,,-,Queso Fresco,yqKUFZNrxtzpzD0ej8pF,EXTRAS,-,-,1, $15.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699158,,,,-,Agua Del Dia,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,30," $1,200.00 ",,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699155-CON BISTEC O POLLO O CHORIZO,,,,-,Quesadillas CON BISTEC O POLLO O CHORIZO,YQIH7dRsprDKo7czQeKH,COMAL,-,-,5, $350.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,SwP7Q2haoxpylRPzmSJ1-CON 2 HUEVOS,,,,-,Enfrijoladas CON 2 HUEVOS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $280.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,ArAyOsyDLUeA6bPPxcck,,,,-,Pastel de Queso con Higo,X4EmpDs4npVyo5WSh0io,POSTRES,-,-,2, $140.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699146-DOBLADITAS VERDES CON ARRACHERA,,,,-,Enchiladas DOBLADITAS VERDES CON ARRACHERA,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,1, $210.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,Hm67fLGGG2ofTFNgzG1M,,,,-,GUISO CON DOS GUARNICONES,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $240.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699142-TECOLOTAS CON HUEVO,,,,-,Molletes TECOLOTAS CON HUEVO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $340.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699148-CON BISTEC,,,,-,Chilaquiles CON BISTEC,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $340.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699140-ESTRELLADOS,,,,-,Huevos ESTRELLADOS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $200.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,yqK9edAwyROCvyTdk2ZJ-QUESO,,,,-,Enmoladas QUESO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,1, $150.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,qsBr39LxFbNkid7B3EC0-DE PAPA,,,,-,Flautas DE PAPA,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,1, $120.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699148-ARRIEROS,,,,-,Chilaquiles ARRIEROS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,2, $360.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,"1619020699152-CON BISTEC, POLLO O CHORIZO",,,,-,"Sopes CON BISTEC, POLLO O CHORIZO",YQIH7dRsprDKo7czQeKH,COMAL,-,-,2, $160.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699151-MIXTA SENCILLA,,,,-,Gorditas MIXTA SENCILLA,YQIH7dRsprDKo7czQeKH,COMAL,-,-,2, $110.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699151-MIXTA CON 1 GUISO,,,,-,Gorditas MIXTA CON 1 GUISO,YQIH7dRsprDKo7czQeKH,COMAL,-,-,1, $65.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,qsBr39LxFbNkid7B3EC0-DE PAPA CON CHORIZO,,,,-,Flautas DE PAPA CON CHORIZO,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,1, $140.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,c1qAnoYpyV3DX20hkTyM-BOING LATA 355 ML,,,,-,Refrescos BOING LATA 355 ML,p2BB5iBeK3h0r5Ka8bzm,Bebidas ,-,-,11, $495.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,2ef00uWVVhDNIW1lsSH3,,,,-,Combo Gorditas,YQIH7dRsprDKo7czQeKH,COMAL,-,-,5, $750.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,1619020699148-CON ARRACHERA,,,,-,Chilaquiles CON ARRACHERA,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,4, $840.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
2026-07-12_cuentaCliente,qsBr39LxFbNkid7B3EC0-MIXTAS,,,,-,Flautas MIXTAS,PtxDlyC77M9zbHO7pdwy,MENU ,-,-,1, $180.00 ,,,Completada,Cuenta de Mesa,551," $47,746.00 "," $52,939.00 "," $25,445.00 "," $26,899.00 "," $5,193.00 "," $2,796.90 ","5:14 PM, domingo 12 de julio de 2026",,,,, $31.00 
